time [d],date,hour,rainfall [mm/day],snowfall [mm/d SWE],Channel Storage [mm],Reservoir Storage [mm],Rivulet Storage [mm],Surface Water [mm],Cum. Losses to Atmosphere [mm],Ponded Water [mm],Soil Water[0] [mm],Soil Water[1] [mm],Soil Water[2] [mm],Snow Melt (Liquid) [mm],Snow [mm],Canopy [mm],Canopy Snow [mm], Total [mm], Cum. Inputs [mm], Cum. Outflow [mm], MB Error [mm]
147,2003-02-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,102.825,0,58.7651,284.203,10,0,12.7957,0,0,469.033,438.6,0.775781,-7.95808e-13
148,2003-02-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,104.059,0,58.0574,285.153,10,0.538984,10.7797,0,0,469.033,438.6,0.775781,-2.84217e-13
149,2003-02-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,105.311,0,58.1795,290.659,10,0.211384,4.22768,0,0,469.033,438.6,0.775781,5.11591e-13
150,2003-02-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,106.459,0,57.9421,294.187,10,0,0,0,0,469.033,438.6,0.775781,2.84217e-13
151,2003-03-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,107.823,0,56.899,293.866,10,0,0,0,0,469.033,438.6,0.775781,-1.53477e-12
152,2003-03-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,108.989,0,56.0839,293.516,10,0,0,0,0,469.033,438.6,0.775781,-5.11591e-13
153,2003-03-03,00:00:00.00,1.2,0,-0.034778,0,0.479124,0,109.991,0,55.7666,294.031,10,0,0,0,0,470.233,439.8,0.775781,-5.11591e-13
154,2003-03-04,00:00:00.00,0.3,0.3,-0.034778,0,0.479124,0,110.751,0,55.5262,294.111,10,0,0,0,0,470.833,440.4,0.775781,2.27374e-13
155,2003-03-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,111.256,0,55.3799,293.753,10,0,0,0,0,470.833,440.4,0.775781,-4.54747e-13
156,2003-03-06,00:00:00.00,0,0,-0.034778,0,0.479124,0,112.414,0,54.6066,293.368,10,0,0,0,0,470.833,440.4,0.775781,3.41061e-13
157,2003-03-07,00:00:00.00,1.7,1.7,-0.034778,0,0.479124,0,113.391,0,54.9564,295.441,10,0,0,0,0,474.233,443.8,0.775781,-5.68434e-14
158,2003-03-08,00:00:00.00,2.7,0,-0.034778,0,0.479124,0,113.952,0,55.4714,297.065,10,0,0,0,0,476.933,446.5,0.775781,-5.68434e-13
159,2003-03-09,00:00:00.00,3.2,0,-0.034778,0,0.479124,0,115.321,0,55.2734,299.094,10,0,0,0,0,480.133,449.7,0.775781,5.68434e-13
160,2003-03-10,00:00:00.00,1,0,-0.034778,0,0.479124,0,116.28,0,54.9185,299.49,10,0,0,0,0,481.133,450.7,0.775781,-5.11591e-13
161,2003-03-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,117.982,0,53.606,299.1,10,0,0,0,0,481.133,450.7,0.775781,-6.82121e-13
162,2003-03-12,00:00:00.00,10.2,0,-0.034778,0,0.479124,0,119.587,0,55.3098,305.992,10,0,0,0,0,491.333,460.9,0.775781,1.08002e-12
163,2003-03-13,00:00:00.00,5.8,0,-0.034778,0,0.479124,0,120.856,0,55.7583,310.074,10,0,0,0,0,497.133,466.7,0.775781,-2.84217e-13
164,2003-03-14,00:00:00.00,0,0.5,-0.034778,0,0.479124,0,121.688,0,55.3337,310.166,10,0,0,0,0,497.633,467.2,0.775781,-5.68434e-13
165,2003-03-15,00:00:00.00,0,0.2,-0.034778,0,0.479124,0,122.269,0,55.0776,309.86,10,0,0.180891,0,0,497.833,467.4,0.775781,3.41061e-13
166,2003-03-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,123.302,0,54.4068,309.68,10,0,0,0,0,497.833,467.4,0.775781,-1.7053e-13
167,2003-03-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,124.756,0,53.3282,309.304,10,0,0,0,0,497.833,467.4,0.775781,6.82121e-13
168,2003-03-18,00:00:00.00,0,0,-0.034778,0,0.479124,0,126.22,0,52.2792,308.89,10,0,0,0,0,497.833,467.4,0.775781,1.08002e-12
169,2003-03-19,00:00:00.00,0,0,-0.034778,0,0.479124,0,127.831,0,51.125,308.433,10,0,0,0,0,497.833,467.4,0.775781,7.95808e-13
170,2003-03-20,00:00:00.00,0,0,-0.034778,0,0.479124,0,129.294,0,50.1516,307.943,10,0,0,0,0,497.833,467.4,0.775781,0
171,2003-03-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,129.839,0,50.0915,307.458,10,0,0,0,0,497.833,467.4,0.775781,5.68434e-13
172,2003-03-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,130.779,0,49.648,306.962,10,0,0,0,0,497.833,467.4,0.775781,-2.27374e-13
173,2003-03-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,132.14,0,48.8096,306.439,10,0,0,0,0,497.833,467.4,0.775781,-5.68434e-13
174,2003-03-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,134.27,0,47.2572,305.861,10,0,0,0,0,497.833,467.4,0.775781,0
175,2003-03-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,136.605,0,45.5504,305.233,10,0,0,0,0,497.833,467.4,0.775781,1.47793e-12
176,2003-03-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,139.079,0,43.7377,304.572,10,0,0,0,0,497.833,467.4,0.775781,9.09495e-13
177,2003-03-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,141.116,0,42.3857,303.886,10,0,0,0,0,497.833,467.4,0.775781,7.95808e-13
178,2003-03-28,00:00:00.00,4.2,0,-0.034778,0,0.479124,0,143.73,-7.61764e-20,42.6448,305.213,10,0,0,0,0,502.033,471.6,0.775781,1.7053e-13
179,2003-03-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,145.762,-2.11285e-35,41.3063,304.521,10,0,0,0,0,502.033,471.6,0.775781,4.54747e-13
180,2003-03-30,00:00:00.00,0,0,-0.034778,0,0.479124,0,148.442,1.77885e-51,39.3603,303.786,10,0,0,0,0,502.033,471.6,0.775781,-5.11591e-13
181,2003-03-31,00:00:00.00,0,0,-0.034778,0,0.479124,0,150.396,4.16634e-69,38.1621,303.031,10,0,0,0,0,502.033,471.6,0.775781,1.7053e-13
182,2003-04-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,151.778,1.50322e-85,37.5446,302.266,10,0,0,0,0,502.033,471.6,0.775781,2.84217e-13
183,2003-04-02,00:00:00.00,4,0,-0.034778,0,0.479124,0,154.612,-1.03674e-18,37.7856,303.191,10,0,0,0,0,506.033,475.6,0.775781,-9.09495e-13
184,2003-04-03,00:00:00.00,2.8,2.8,-0.034778,0,0.479124,0,156.202,-2.66125e-18,39.605,305.382,10,0,0,0,0,511.633,481.2,0.775781,9.66338e-13
185,2003-04-04,00:00:00.00,0.8,0.8,-0.034778,0,0.479124,0,157.444,1.70055e-20,39.665,305.679,10,0,0,0,0,513.233,482.8,0.775781,-1.13687e-13
186,2003-04-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,159.079,-8.12214e-37,38.6898,305.019,10,0,0,0,0,513.233,482.8,0.775781,7.95808e-13
187,2003-04-06,00:00:00.00,0,0.5,-0.034778,0,0.479124,0,160.547,-1.63997e-19,38.1198,304.621,10,0,0,0,0,513.733,483.3,0.775781,1.13687e-13
188,2003-04-07,00:00:00.00,0,4.3,-0.034778,0,0.479124,0,161.405,8.40917e-37,38.3383,303.956,10,0,3.88916,0,0,518.033,487.6,0.775781,8.52651e-13
189,2003-04-08,00:00:00.00,0,1.2,-0.034778,0,0.479124,0,162.295,-8.26119e-53,38.2291,303.289,10,0,4.9745,0,0,519.233,488.8,0.775781,1.7053e-12
190,2003-04-09,00:00:00.00,0,0.3,-0.034778,0,0.479124,0,163.134,-2.33248e-70,38.0878,302.621,10,0,5.24584,0,0,519.533,489.1,0.775781,-8.52651e-13
191,2003-04-10,00:00:00.00,0,0,-0.034778,0,0.479124,0,164.351,0,37.5583,301.933,10,0,5.24584,0,0,519.533,489.1,0.775781,1.7053e-13
192,2003-04-11,00:00:00.00,0,0.7,-0.034778,0,0.479124,0,166.327,5.23013e-20,38.6151,304.846,10,0,0,0,0,520.233,489.8,0.775781,-2.27374e-13
193,2003-04-12,00:00:00.00,0,0.2,-0.034778,0,0.479124,0,167.781,0,37.8982,304.309,10,0,0,0,0,520.433,490,0.775781,9.66338e-13
194,2003-04-13,00:00:00.00,0,0,-0.034778,0,0.479124,0,169.902,0,36.4864,303.6,10,0,0,0,0,520.433,490,0.775781,2.84217e-13
195,2003-04-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,172.855,0,34.3227,302.81,10,0,0,0,0,520.433,490,0.775781,1.08002e-12
196,2003-04-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,176.087,0,31.9234,301.978,10,0,0,0,0,520.433,490,0.775781,-5.11591e-13
197,2003-04-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,179.121,0,29.7586,301.109,10,0,0,0,0,520.433,490,0.775781,1.64846e-12
198,2003-04-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,181.864,0,27.9115,300.213,10,0,0,0,0,520.433,490,0.775781,5.68434e-14
199,2003-04-18,00:00:00.00,0,0,-0.034778,0,0.479124,0,184.307,0,26.3828,299.299,10,0,0,0,0,520.433,490,0.775781,1.76215e-12
200,2003-04-19,00:00:00.00,15.9,0,-0.034778,0,0.479124,0,186.253,-9.09237e-18,35.5684,304.067,10,0,0,0,0,536.333,505.9,0.775781,5.68434e-14
201,2003-04-20,00:00:00.00,12.1,0,-0.034778,0,0.479124,0,188.174,0,38.6489,311.165,10,0,0,0,0,548.433,518,0.775781,2.27374e-13
202,2003-04-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,191.554,0,35.8477,310.586,10,0,0,0,0,548.433,518,0.775781,3.41061e-13
203,2003-04-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,194.765,0,33.322,309.901,10,0,0,0,0,548.433,518,0.775781,0
204,2003-04-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,198.565,0,30.3283,309.095,10,0,0,0,0,548.433,518,0.775781,-6.82121e-13
205,2003-04-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,201.741,0,28.004,308.243,10,0,0,0,0,548.433,518,0.775781,2.27374e-13
206,2003-04-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,204.821,0,25.8172,307.35,10,0,0,0,0,548.433,518,0.775781,-1.13687e-12
207,2003-04-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,208.193,0,23.3825,306.413,10,0,0,0,0,548.433,518,0.775781,6.82121e-13
208,2003-04-27,00:00:00.00,2.6,0,-0.034778,0,0.479124,0,211.75,-1.36685e-18,22.635,306.203,10,0,0,0,0,551.033,520.6,0.775781,0
209,2003-04-28,00:00:00.00,2.6,0,-0.034778,0,0.479124,0,214.16,6.18606e-18,23.005,306.023,10,0,0,0,0,553.633,523.2,0.775781,-6.82121e-13
210,2003-04-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,216.868,-1.90081e-34,21.2555,305.064,10,0,0,0,0,553.633,523.2,0.775781,-1.02318e-12
211,2003-04-30,00:00:00.00,0,0,-0.034778,0,0.479124,0,218.833,-2.27826e-51,20.2603,304.095,10,0,0,0,0,553.633,523.2,0.775781,1.93268e-12
212,2003-05-01,00:00:00.00,0,0,-0.034778,0,0.479124,0,221.716,-9.57659e-70,18.3676,303.104,10,0,0,0,0,553.633,523.2,0.775781,2.27374e-13
213,2003-05-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,223.576,-2.66033e-86,17.5064,302.106,10,0,0,0,0,553.633,523.2,0.775781,1.13687e-12
214,2003-05-03,00:00:00.00,0,0,-0.034778,0,0.479124,0,226.153,-8.35398e-103,15.9411,301.094,10,0,0,0,0,553.633,523.2,0.775781,6.82121e-13
215,2003-05-04,00:00:00.00,0,0,-0.034778,0,0.479124,0,227.566,3.27573e-119,15.5439,300.078,10,0,0,0,0,553.633,523.2,0.775781,9.09495e-13
216,2003-05-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,230.178,1.8184e-135,13.9603,299.05,10,0,0,0,0,553.633,523.2,0.775781,1.25056e-12
217,2003-05-06,00:00:00.00,0,0,-0.034778,0,0.479124,0,233.301,6.72943e-152,11.8833,298.004,10,0,0,0,0,553.633,523.2,0.775781,2.16005e-12
218,2003-05-07,00:00:00.00,0,0,-0.034778,0,0.479124,0,235.568,0,10.6711,296.95,10,0,0,0,0,553.633,523.2,0.775781,6.82121e-13
219,2003-05-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,237.239,0,10.0595,295.89,10,0,0,0,0,553.633,523.2,0.775781,-1.81899e-12
220,2003-05-09,00:00:00.00,10.7,0,-0.034778,0,0.479124,0,243.139,1.36024e-17,14.2681,296.481,10,0,0,0,0,564.333,533.9,0.775781,-4.54747e-13
221,2003-05-10,00:00:00.00,9.6,0,-0.034778,0,0.479124,0,246.055,-2.43793e-18,18.0984,299.335,10,0,0,0,0,573.933,543.5,0.775781,3.41061e-13
222,2003-05-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,248.456,6.84024e-35,16.5474,298.485,10,0,0,0,0,573.933,543.5,0.775781,-1.13687e-13
223,2003-05-12,00:00:00.00,0,0,-0.034778,0,0.479124,0,252.181,2.93817e-51,13.7913,297.517,10,0,0,0,0,573.933,543.5,0.775781,-1.13687e-13
224,2003-05-13,00:00:00.00,2.2,0,-0.034778,0,0.479124,0,255.647,3.84288e-19,12.8104,297.231,10,0,0,0,0,576.133,545.7,0.775781,6.82121e-13
225,2003-05-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,258.513,1.52751e-34,10.9824,296.193,10,0,0,0,0,576.133,545.7,0.775781,1.13687e-13
226,2003-05-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,260.679,2.51382e-51,9.86861,295.141,10,0,0,0,0,576.133,545.7,0.775781,4.54747e-13
227,2003-05-16,00:00:00.00,4.4,0,-0.034778,0,0.479124,0,262.838,4.71988e-18,12.3057,294.944,10,0,0,0,0,580.533,550.1,0.775781,-5.68434e-13
228,2003-05-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,266.58,2.1369e-34,9.62036,293.888,10,0,0,0,0,580.533,550.1,0.775781,0
229,2003-05-18,00:00:00.00,1,0,-0.034778,0,0.479124,0,269.805,2.47054e-19,8.26792,293.016,10,0,0,0,0,581.533,551.1,0.775781,2.27374e-13
230,2003-05-19,00:00:00.00,2.9,0,-0.034778,0,0.479124,0,273.001,3.80264e-18,8.62474,292.363,10,0,0,0,0,584.433,554,0.775781,-3.41061e-13
231,2003-05-20,00:00:00.00,5.1,0,-0.034778,0,0.479124,0,276,5.85825e-18,10.7285,292.36,10,0,0,0,0,589.533,559.1,0.775781,2.27374e-13
232,2003-05-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,278.549,1.01717e-35,9.23216,291.307,10,0,0,0,0,589.533,559.1,0.775781,-4.54747e-13
233,2003-05-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,281.196,-1.3854e-52,7.65532,290.237,10,0,0,0,0,589.533,559.1,0.775781,0
234,2003-05-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,283.399,6.32615e-68,6.53377,289.156,10,0,0,0,0,589.533,559.1,0.775781,1.13687e-12
235,2003-05-24,00:00:00.00,0,0,-0.034778,0,0.479124,0,285.434,-7.00381e-86,5.58733,288.067,10,0,0,0,0,589.533,559.1,0.775781,-9.09495e-13
236,2003-05-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,287.429,9.04445e-103,4.68769,286.972,10,0,0,0,0,589.533,559.1,0.775781,3.41061e-13
237,2003-05-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,289.162,-6.08043e-118,4.05492,285.872,10,0,0,0,0,589.533,559.1,0.775781,1.81899e-12
238,2003-05-27,00:00:00.00,7.7,0,-0.034778,0,0.479124,0,292.111,1.0176e-18,9.13402,285.543,10,0,0,0,0,597.233,566.8,0.775781,-1.13687e-13
239,2003-05-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,295.181,4.08084e-35,7.08121,284.526,10,0,0,0,0,597.233,566.8,0.775781,0
240,2003-05-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,298.534,-1.26929e-50,4.81859,283.436,10,0,0,0,0,597.233,566.8,0.775781,4.54747e-13
241,2003-05-30,00:00:00.00,0,0,-0.034778,0,0.479124,0,300.752,2.09788e-68,3.70083,282.336,10,0,0,0,0,597.233,566.8,0.775781,4.54747e-13
242,2003-05-31,00:00:00.00,0,0,-0.034778,0,0.479124,0,302.733,2.3609e-85,2.82626,281.229,10,0,0,0,0,597.233,566.8,0.775781,4.54747e-13
243,2003-06-01,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,304.921,1.12824e-19,2.58868,280.178,10,0,0,0,0,598.133,567.7,0.775781,2.27374e-13
244,2003-06-02,00:00:00.00,0,0,-0.034778,0,0.479124,0,306.437,4.25183e-35,2.18325,279.068,10,0,0,0,0,598.133,567.7,0.775781,-1.13687e-12
245,2003-06-03,00:00:00.00,0,0,-0.034778,0,0.479124,0,307.957,1.7951e-51,1.77603,277.955,10,0,0,0,0,598.133,567.7,0.775781,9.09495e-13
246,2003-06-04,00:00:00.00,0,0,-0.034778,0,0.479124,0,309.338,-1.19773e-68,1.50957,276.84,10,0,0,0,0,598.133,567.7,0.775781,7.95808e-13
247,2003-06-05,00:00:00.00,0,0,-0.034778,0,0.479124,0,310.681,-1.5693e-85,1.28292,275.724,10,0,0,0,0,598.133,567.7,0.775781,-3.41061e-13
248,2003-06-06,00:00:00.00,10.7,0,-0.034778,0,0.479124,0,315.952,8.44399e-18,7.14687,275.29,10,0,0,0,0,608.833,578.4,0.775781,-2.27374e-13
249,2003-06-07,00:00:00.00,0,0,-0.034778,0,0.479124,0,318.37,9.49496e-35,5.71807,274.3,10,0,0,0,0,608.833,578.4,0.775781,5.68434e-13
250,2003-06-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,322.795,1.11726e-51,2.40036,273.193,10,0,0,0,0,608.833,578.4,0.775781,1.02318e-12
251,2003-06-09,00:00:00.00,0,0,-0.034778,0,0.479124,0,324.851,-7.13116e-68,1.45687,272.08,10,0,0,0,0,608.833,578.4,0.775781,5.68434e-13
252,2003-06-10,00:00:00.00,0,0,-0.034778,0,0.479124,0,325.958,2.61116e-84,1.46427,270.966,10,0,0,0,0,608.833,578.4,0.775781,7.95808e-13
253,2003-06-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,327.545,-3.28989e-101,0.994246,269.849,10,0,0,0,0,608.833,578.4,0.775781,3.41061e-13
254,2003-06-12,00:00:00.00,0,0,-0.034778,0,0.479124,0,328.462,-1.02705e-119,1.19393,268.733,10,0,0,0,0,608.833,578.4,0.775781,-1.13687e-13
255,2003-06-13,00:00:00.00,8.7,0,-0.034778,0,0.479124,0,334.873,-5.01508e-18,3.97655,268.239,10,0,0,0,0,617.533,587.1,0.775781,1.13687e-13
256,2003-06-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,337.288,2.10595e-34,2.66214,267.138,10,0,0,0,0,617.533,587.1,0.775781,-5.68434e-13
257,2003-06-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,339.596,1.77571e-51,1.46654,266.026,10,0,0,0,0,617.533,587.1,0.775781,-1.13687e-13
258,2003-06-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,340.831,3.99294e-68,1.34483,264.912,10,0,0,0,0,617.533,587.1,0.775781,3.41061e-13
259,2003-06-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,342.153,3.31454e-84,1.13846,263.797,10,0,0,0,0,617.533,587.1,0.775781,-1.25056e-12
260,2003-06-18,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,344.156,-6.17238e-19,1.09919,262.733,10,0,0,0,0,618.433,588,0.775781,-5.68434e-13
261,2003-06-19,00:00:00.00,6,0,-0.034778,0,0.479124,0,347.652,-7.53143e-18,4.29736,262.039,10,0,0,0,0,624.433,594,0.775781,9.09495e-13
262,2003-06-20,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,350.203,6.47097e-19,3.50536,261.18,10,0,0,0,0,625.333,594.9,0.775781,1.25056e-12
263,2003-06-21,00:00:00.00,2.9,0,-0.034778,0,0.479124,0,352.906,-1.00978e-17,4.20065,260.682,10,0,0,0,0,628.233,597.8,0.775781,1.13687e-13
264,2003-06-22,00:00:00.00,0,0,-0.034778,0,0.479124,0,355.664,-1.47422e-34,2.54414,259.581,10,0,0,0,0,628.233,597.8,0.775781,1.13687e-12
265,2003-06-23,00:00:00.00,0,0,-0.034778,0,0.479124,0,357.737,3.39838e-52,1.58084,258.47,10,0,0,0,0,628.233,597.8,0.775781,1.13687e-12
266,2003-06-24,00:00:00.00,1.2,0,-0.034778,0,0.479124,0,360.425,1.70505e-18,1.12612,257.437,10,0,0,0,0,629.433,599,0.775781,-1.13687e-12
267,2003-06-25,00:00:00.00,0,0,-0.034778,0,0.479124,0,361.6,1.81593e-35,1.06703,256.322,10,0,0,0,0,629.433,599,0.775781,1.13687e-13
268,2003-06-26,00:00:00.00,0,0,-0.034778,0,0.479124,0,362.689,3.61291e-52,1.09334,255.206,10,0,0,0,0,629.433,599,0.775781,5.68434e-13
269,2003-06-27,00:00:00.00,0,0,-0.034778,0,0.479124,0,363.834,3.78469e-68,1.06412,254.09,10,0,0,0,0,629.433,599,0.775781,-3.41061e-13
270,2003-06-28,00:00:00.00,0,0,-0.034778,0,0.479124,0,365.175,6.92697e-85,0.839766,252.974,10,0,0,0,0,629.433,599,0.775781,1.47793e-12
271,2003-06-29,00:00:00.00,0,0,-0.034778,0,0.479124,0,366.447,6.48034e-101,0.68537,251.856,10,0,0,0,0,629.433,599,0.775781,6.82121e-13
272,2003-06-30,00:00:00.00,2.2,0,-0.034778,0,0.479124,0,369.107,1.08864e-18,1.24263,250.839,10,0,0,0,0,631.633,601.2,0.775781,-3.41061e-13
273,2003-07-01,00:00:00.00,8.3,0,-0.034778,0,0.479124,0,374.756,1.43096e-18,4.31325,250.419,10,0,0,0,0,639.933,609.5,0.775781,-4.54747e-13
274,2003-07-02,00:00:00.00,11.5,0,-0.034778,0,0.479124,0,378.344,-4.9178e-19,10.1978,252.446,10,0,0,0,0,651.433,621,0.775781,0
275,2003-07-03,00:00:00.00,0,0,-0.034778,0,0.479124,0,382.074,1.07032e-34,7.4364,251.478,10,0,0,0,0,651.433,621,0.775781,-1.47793e-12
276,2003-07-04,00:00:00.00,0.2,0,-0.034778,0,0.479124,0,385.784,-1.9336e-19,4.92875,250.476,10,0,0,0,0,651.633,621.2,0.775781,0
277,2003-07-05,00:00:00.00,3.2,0,-0.034778,0,0.479124,0,388.901,-3.8568e-18,5.4073,250.08,10,0,0,0,0,654.833,624.4,0.775781,4.54747e-13
278,2003-07-06,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,390.972,-5.20026e-19,5.09558,249.221,10,0,0,0,0,655.733,625.3,0.775781,-6.82121e-13
279,2003-07-07,00:00:00.00,0,0,-0.034778,0,0.479124,0,393.17,1.68435e-35,3.9815,248.136,10,0,0,0,0,655.733,625.3,0.775781,3.41061e-13
280,2003-07-08,00:00:00.00,0,0,-0.034778,0,0.479124,0,395.187,5.51562e-53,3.06041,247.041,10,0,0,0,0,655.733,625.3,0.775781,1.47793e-12
281,2003-07-09,00:00:00.00,0,0,-0.034778,0,0.479124,0,397.37,1.20135e-69,1.98415,245.934,10,0,0,0,0,655.733,625.3,0.775781,-1.13687e-13
282,2003-07-10,00:00:00.00,0.9,0,-0.034778,0,0.479124,0,399.442,-6.12356e-19,1.84949,244.897,10,0,0,0,0,656.633,626.2,0.775781,-6.82121e-13
283,2003-07-11,00:00:00.00,0,0,-0.034778,0,0.479124,0,400.711,-2.66122e-35,1.69068,243.787,10,0,0,0,0,656.633,626.2,0.775781,1.13687e-12
284,2003-07-12,00:00:00.00,0,0,-0.034778,0,0.479124,0,402.423,7.77384e-52,1.09327,242.672,10,0,0,0,0,656.633,626.2,0.775781,6.82121e-13
285,2003-07-13,00:00:00.00,0,0,-0.034778,0,0.479124,0,403.364,-3.60658e-69,1.26763,241.557,10,0,0,0,0,656.633,626.2,0.775781,0
286,2003-07-14,00:00:00.00,0,0,-0.034778,0,0.479124,0,404.404,-1.21697e-85,1.34042,240.444,10,0,0,0,0,656.633,626.2,0.775781,4.54747e-13
287,2003-07-15,00:00:00.00,0,0,-0.034778,0,0.479124,0,405.976,-1.04603e-102,0.884807,239.328,10,0,0,0,0,656.633,626.2,0.775781,1.13687e-13
288,2003-07-16,00:00:00.00,0,0,-0.034778,0,0.479124,0,407.285,-4.19457e-119,0.693151,238.21,10,0,0,0,0,656.633,626.2,0.775781,1.13687e-13
289,2003-07-17,00:00:00.00,0,0,-0.034778,0,0.479124,0,408.513,3.18147e-136,0.584208,237.091,10,0,0,0,0,656.633,626.2,0.775781,1.36424e-12
290,2003-07-18,00:00:00.00,8.7,0,-0.034778,0,0.479124,0,413.087,-4.28414e-18,5.32668,236.474,10,0,0,0,0,665.333,634.9,0.775781,-1.47793e-12
291,2003-07-19,00:00:00.00,0,0,-0.034778,0,0.479124,0,416.887,1.0647e-34,2.63033,235.371,10,0,0,0,0,665.333,634.9,0.775781,-4.54747e-13
292,2003-07-20,00:00:00.00,0,0,-0.034778,0,0.479124,0,419.355,-8.72109e-52,1.27452,234.259,10,0,0,0,0,665.333,634.9,0.775781,-1.13687e-13
293,2003-07-21,00:00:00.00,0,0,-0.034778,0,0.479124,0,420.879,-2.38153e-68,0.866156,233.143,10,0,0,0,0,665.333,634.9,0.775781,-1.47793e-12
